filepath,label,split,label_id
train/angry/im3917.png,angry,train,0
train/angry/im343.png,angry,train,0
train/angry/im3358.png,angry,train,0
train/angry/im94.png,angry,train,0
train/angry/im820.png,angry,train,0
train/angry/im3123.png,angry,train,0
train/angry/test_0286_aligned.jpg,angry,train,0
train/angry/im3841.png,angry,train,0
train/angry/im1827.png,angry,train,0
train/angry/im437.png,angry,train,0
train/angry/im1360.png,angry,train,0
train/angry/train_01241_aligned.jpg,angry,train,0
train/angry/im3248.png,angry,train,0
train/angry/train_07523_aligned.jpg,angry,train,0
train/angry/image_angry_253_jpg.rf.9958389f7b339b57e0e687178de0179c.jpg,angry,train,0
train/angry/im2925.png,angry,train,0
train/angry/im488.png,angry,train,0
train/angry/im588.png,angry,train,0
train/angry/im156.png,angry,train,0
train/angry/im2209.png,angry,train,0
train/angry/im3068.png,angry,train,0
train/angry/im228.png,angry,train,0
train/angry/train_00885_aligned.jpg,angry,train,0
train/angry/im2344.png,angry,train,0
train/angry/train_07265_aligned.jpg,angry,train,0
train/angry/im1706.png,angry,train,0
train/angry/im3194.png,angry,train,0
train/angry/im2416.png,angry,train,0
train/angry/train_00665_aligned.jpg,angry,train,0
train/angry/train_04402_aligned.jpg,angry,train,0
train/angry/test_1420_aligned.jpg,angry,train,0
train/angry/im1132.png,angry,train,0
train/angry/im3561.png,angry,train,0
train/angry/im1077.png,angry,train,0
train/angry/im1144.png,angry,train,0
train/angry/im1725.png,angry,train,0
train/angry/im2591.png,angry,train,0
train/angry/im3612.png,angry,train,0
train/angry/Angry_4_png.rf.b28ba3e2cdf3713c51d5099ad8abdbd4.jpg,angry,train,0
train/angry/im3570.png,angry,train,0
train/angry/train_03724_aligned.jpg,angry,train,0
train/angry/im2246.png,angry,train,0
train/angry/im205.png,angry,train,0
train/angry/im2934.png,angry,train,0
train/angry/im3795.png,angry,train,0
train/angry/im3164.png,angry,train,0
train/angry/im3770.png,angry,train,0
train/angry/im1020.png,angry,train,0
train/angry/im2397.png,angry,train,0
train/angry/im852.png,angry,train,0
train/angry/im225.png,angry,train,0
train/angry/im2577.png,angry,train,0
train/angry/im3850.png,angry,train,0
train/angry/train_04501_aligned.jpg,angry,train,0
train/angry/im56.png,angry,train,0
train/angry/im3420.png,angry,train,0
train/angry/im1932.png,angry,train,0
train/angry/test_2170_aligned.jpg,angry,train,0
train/angry/im3133.png,angry,train,0
train/angry/im598.png,angry,train,0
train/angry/im1228.png,angry,train,0
train/angry/im635.png,angry,train,0
train/angry/im793.png,angry,train,0
train/angry/train_07361_aligned.jpg,angry,train,0
train/angry/train_07291_aligned.jpg,angry,train,0
train/angry/im3090.png,angry,train,0
train/angry/im1563.png,angry,train,0
train/angry/im2107.png,angry,train,0
train/angry/im811.png,angry,train,0
train/angry/im3563.png,angry,train,0
train/angry/train_06061_aligned.jpg,angry,train,0
train/angry/im3401.png,angry,train,0
train/angry/Angry_84_png.rf.93efd85daf84ec5fad9fd12230b5258b.jpg,angry,train,0
train/angry/im1469.png,angry,train,0
train/angry/im2127.png,angry,train,0
train/angry/im3144.png,angry,train,0
train/angry/train_06513_aligned.jpg,angry,train,0
train/angry/im2813.png,angry,train,0
train/angry/im2658.png,angry,train,0
train/angry/im2824.png,angry,train,0
train/angry/im3395.png,angry,train,0
train/angry/im1290.png,angry,train,0
train/angry/im2361.png,angry,train,0
train/angry/im2827.png,angry,train,0
train/angry/im2917.png,angry,train,0
train/angry/train_06727_aligned.jpg,angry,train,0
train/angry/im1487.png,angry,train,0
train/angry/im761.png,angry,train,0
train/angry/im2590.png,angry,train,0
train/angry/im227.png,angry,train,0
train/angry/im354.png,angry,train,0
train/angry/im993.png,angry,train,0
train/angry/im2616.png,angry,train,0
train/angry/im1986.png,angry,train,0
train/angry/image_angry_276_jpg.rf.2d21356ee01b36d5c44234b1b89e7cb9.jpg,angry,train,0
train/angry/im1281.png,angry,train,0
train/angry/im3225.png,angry,train,0
train/angry/im1338.png,angry,train,0
train/angry/train_06183_aligned.jpg,angry,train,0
train/angry/im3886.png,angry,train,0
train/angry/im1494.png,angry,train,0
train/angry/im1509.png,angry,train,0
train/angry/test_1553_aligned.jpg,angry,train,0
train/angry/im3564.png,angry,train,0
train/angry/im1389.png,angry,train,0
train/angry/im3480.png,angry,train,0
train/angry/im3166.png,angry,train,0
train/angry/im2349.png,angry,train,0
train/angry/im1709.png,angry,train,0
train/angry/im3625.png,angry,train,0
train/angry/im1954.png,angry,train,0
train/angry/im259.png,angry,train,0
train/angry/im3217.png,angry,train,0
train/angry/im1634.png,angry,train,0
train/angry/im1153.png,angry,train,0
train/angry/im2501.png,angry,train,0
train/angry/image_angry_291_jpg.rf.f91fc79812f18c56a866f0c1fc777a24.jpg,angry,train,0
train/angry/im3267.png,angry,train,0
train/angry/im3606.png,angry,train,0
train/angry/train_06919_aligned.jpg,angry,train,0
train/angry/im3198.png,angry,train,0
train/angry/im1669.png,angry,train,0
train/angry/im1866.png,angry,train,0
train/angry/image_angry_272_jpg.rf.8299521d21cd61e5ed5df43b7ca1fdcb.jpg,angry,train,0
train/angry/im3840.png,angry,train,0
train/angry/im387.png,angry,train,0
train/angry/im2851.png,angry,train,0
train/angry/im3051.png,angry,train,0
train/angry/im1017.png,angry,train,0
train/angry/im3613.png,angry,train,0
train/angry/im1681.png,angry,train,0
train/angry/im1346.png,angry,train,0
train/angry/train_05664_aligned.jpg,angry,train,0
train/angry/image_angry_21_jpg.rf.6c9d55a7a265a211baeadd6008512554.jpg,angry,train,0
train/angry/im1099.png,angry,train,0
train/angry/im1474.png,angry,train,0
train/angry/im2990.png,angry,train,0
train/angry/im2306.png,angry,train,0
train/angry/im3530.png,angry,train,0
train/angry/im2881.png,angry,train,0
train/angry/im3297.png,angry,train,0
train/angry/im1906.png,angry,train,0
train/angry/im838.png,angry,train,0
train/angry/im3490.png,angry,train,0
train/angry/train_09003_aligned.jpg,angry,train,0
train/angry/train_07995_aligned.jpg,angry,train,0
train/angry/im2652.png,angry,train,0
train/angry/im3580.png,angry,train,0
train/angry/train_01269_aligned.jpg,angry,train,0
train/angry/im3735.png,angry,train,0
train/angry/im3733.png,angry,train,0
train/angry/im3882.png,angry,train,0
train/angry/im1587.png,angry,train,0
train/angry/im650.png,angry,train,0
train/angry/train_06794_aligned.jpg,angry,train,0
train/angry/im2055.png,angry,train,0
train/angry/train_00772_aligned.jpg,angry,train,0
train/angry/im3594.png,angry,train,0
train/angry/im2789.png,angry,train,0
train/angry/im3244.png,angry,train,0
train/angry/im2489.png,angry,train,0
train/angry/train_08090_aligned.jpg,angry,train,0
train/angry/im661.png,angry,train,0
train/angry/im2500.png,angry,train,0
train/angry/im2168.png,angry,train,0
train/angry/im930.png,angry,train,0
train/angry/im1480.png,angry,train,0
train/angry/im1428.png,angry,train,0
train/angry/im1765.png,angry,train,0
train/angry/im273.png,angry,train,0
train/angry/im1647.png,angry,train,0
train/angry/im2117.png,angry,train,0
train/angry/im2610.png,angry,train,0
train/angry/im1319.png,angry,train,0
train/angry/im3424.png,angry,train,0
train/angry/im3447.png,angry,train,0
train/angry/im1833.png,angry,train,0
train/angry/im2158.png,angry,train,0
train/angry/test_0395_aligned.jpg,angry,train,0
train/angry/im3404.png,angry,train,0
train/angry/im2303.png,angry,train,0
train/angry/im358.png,angry,train,0
train/angry/im3626.png,angry,train,0
train/angry/im1675.png,angry,train,0
train/angry/im2314.png,angry,train,0
train/angry/im2396.png,angry,train,0
train/angry/im3137.png,angry,train,0
train/angry/im1680.png,angry,train,0
train/angry/im1927.png,angry,train,0
train/angry/Angry_75_png.rf.863e3032c326d1ae8a362ea2e26ea683.jpg,angry,train,0
train/angry/im3229.png,angry,train,0
train/angry/train_05581_aligned.jpg,angry,train,0
train/angry/test_1911_aligned.jpg,angry,train,0
train/angry/im3522.png,angry,train,0
train/angry/im3713.png,angry,train,0
train/angry/im2342.png,angry,train,0
train/angry/train_08183_aligned.jpg,angry,train,0
train/angry/im3376.png,angry,train,0
train/angry/im2681.png,angry,train,0
train/angry/im2842.png,angry,train,0
train/angry/test_0424_aligned.jpg,angry,train,0
train/angry/test_1305_aligned.jpg,angry,train,0
train/angry/im384.png,angry,train,0
train/angry/test_0779_aligned.jpg,angry,train,0
train/angry/im3926.png,angry,train,0
train/angry/im1378.png,angry,train,0
train/angry/im458.png,angry,train,0
train/angry/im2933.png,angry,train,0
train/angry/im618.png,angry,train,0
train/angry/train_07298_aligned.jpg,angry,train,0
train/angry/im2222.png,angry,train,0
train/angry/im1009.png,angry,train,0
train/angry/im525.png,angry,train,0
train/angry/im3660.png,angry,train,0
train/angry/train_01314_aligned.jpg,angry,train,0
train/angry/im2393.png,angry,train,0
train/angry/im1049.png,angry,train,0
train/angry/im2387.png,angry,train,0
train/angry/im3769.png,angry,train,0
train/angry/im875.png,angry,train,0
train/angry/im1024.png,angry,train,0
train/angry/im440.png,angry,train,0
train/angry/im3045.png,angry,train,0
train/angry/im2251.png,angry,train,0
train/angry/im1525.png,angry,train,0
train/angry/im742.png,angry,train,0
train/angry/im541.png,angry,train,0
train/angry/im3571.png,angry,train,0
train/angry/train_08853_aligned.jpg,angry,train,0
train/angry/im3178.png,angry,train,0
train/angry/im3539.png,angry,train,0
train/angry/im1385.png,angry,train,0
train/angry/im1861.png,angry,train,0
train/angry/im415.png,angry,train,0
train/angry/train_06410_aligned.jpg,angry,train,0
train/angry/im3352.png,angry,train,0
train/angry/im3454.png,angry,train,0
train/angry/Angry_30_png.rf.f06f8fb34f2504314064e65e820d8538.jpg,angry,train,0
train/angry/im77.png,angry,train,0
train/angry/train_02758_aligned.jpg,angry,train,0
train/angry/train_08870_aligned.jpg,angry,train,0
train/angry/train_08499_aligned.jpg,angry,train,0
train/angry/im212.png,angry,train,0
train/angry/im3364.png,angry,train,0
train/angry/im611.png,angry,train,0
train/angry/image_angry_284_jpg.rf.ad3c8f4383e585206d19049f770fff4f.jpg,angry,train,0
train/angry/im833.png,angry,train,0
train/angry/train_00641_aligned.jpg,angry,train,0
train/angry/im1743.png,angry,train,0
train/angry/im2644.png,angry,train,0
train/angry/im3494.png,angry,train,0
train/angry/im1066.png,angry,train,0
train/angry/train_07974_aligned.jpg,angry,train,0
train/angry/im583.png,angry,train,0
train/angry/im254.png,angry,train,0
train/angry/im3708.png,angry,train,0
train/angry/im3066.png,angry,train,0
train/angry/im1029.png,angry,train,0
train/angry/im2975.png,angry,train,0
train/angry/im2162.png,angry,train,0
train/angry/train_01203_aligned.jpg,angry,train,0
train/angry/im2077.png,angry,train,0
train/angry/im3695.png,angry,train,0
train/angry/im496.png,angry,train,0
train/angry/im151.png,angry,train,0
train/angry/train_04015_aligned.jpg,angry,train,0
train/angry/im485.png,angry,train,0
train/angry/train_05246_aligned.jpg,angry,train,0
train/angry/im1850.png,angry,train,0
train/angry/im2992.png,angry,train,0
train/angry/im599.png,angry,train,0
train/angry/im625.png,angry,train,0
train/angry/im2793.png,angry,train,0
train/angry/test_2109_aligned.jpg,angry,train,0
train/angry/im95.png,angry,train,0
train/angry/im3029.png,angry,train,0
train/angry/im1897.png,angry,train,0
train/angry/im2599.png,angry,train,0
train/angry/im2742.png,angry,train,0
train/angry/im3555.png,angry,train,0
train/angry/im3345.png,angry,train,0
train/angry/im1673.png,angry,train,0
train/angry/im3507.png,angry,train,0
train/angry/im360.png,angry,train,0
train/angry/im3429.png,angry,train,0
train/angry/im991.png,angry,train,0
train/angry/im3372.png,angry,train,0
train/angry/im1018.png,angry,train,0
train/angry/Angry_83_png.rf.ace7020b3592574d42026086970f81ad.jpg,angry,train,0
train/angry/im1304.png,angry,train,0
train/angry/im3870.png,angry,train,0
train/angry/Angry_35_png.rf.73c73689c74ff5e84cfa44ac607b2d41.jpg,angry,train,0
train/angry/im686.png,angry,train,0
train/angry/im2696.png,angry,train,0
train/angry/Angry_40_png.rf.bda660319f515d9b0f4c796abd229e2a.jpg,angry,train,0
train/angry/im3684.png,angry,train,0
train/angry/im3252.png,angry,train,0
train/angry/im3672.png,angry,train,0
train/angry/im2166.png,angry,train,0
train/angry/im2458.png,angry,train,0
train/angry/test_0909_aligned.jpg,angry,train,0
train/angry/im1683.png,angry,train,0
train/angry/im1956.png,angry,train,0
train/angry/train_08560_aligned.jpg,angry,train,0
train/angry/im395.png,angry,train,0
train/angry/im1491.png,angry,train,0
train/angry/im455.png,angry,train,0
train/angry/Angry_31_png.rf.03a3ac8007a33112eff758eef9f7e5ce.jpg,angry,train,0
train/angry/im1881.png,angry,train,0
train/angry/im2377.png,angry,train,0
train/angry/im539.png,angry,train,0
train/angry/im2692.png,angry,train,0
train/angry/im1829.png,angry,train,0
train/angry/test_1585_aligned.jpg,angry,train,0
train/angry/im40.png,angry,train,0
train/angry/im1619.png,angry,train,0
train/angry/im2355.png,angry,train,0
train/angry/im1349.png,angry,train,0
train/angry/im1007.png,angry,train,0
train/angry/im411.png,angry,train,0
train/angry/im81.png,angry,train,0
train/angry/train_06631_aligned.jpg,angry,train,0
train/angry/im1255.png,angry,train,0
train/angry/im1847.png,angry,train,0
train/angry/test_1689_aligned.jpg,angry,train,0
train/angry/im1862.png,angry,train,0
train/angry/im960.png,angry,train,0
train/angry/im3965.png,angry,train,0
train/angry/im586.png,angry,train,0
train/angry/Angry_59_png.rf.38117f9ead160120c2b10a98dc319388.jpg,angry,train,0
train/angry/im3363.png,angry,train,0
train/angry/test_1336_aligned.jpg,angry,train,0
train/angry/im2027.png,angry,train,0
train/angry/im2236.png,angry,train,0
train/angry/im3131.png,angry,train,0
train/angry/im2764.png,angry,train,0
train/angry/train_01969_aligned.jpg,angry,train,0
train/angry/train_00150_aligned.jpg,angry,train,0
train/angry/im3524.png,angry,train,0
train/angry/im2096.png,angry,train,0
train/angry/im2402.png,angry,train,0
train/angry/im1364.png,angry,train,0
train/angry/im2257.png,angry,train,0
train/angry/im2575.png,angry,train,0
train/angry/im3398.png,angry,train,0
train/angry/im3548.png,angry,train,0
train/angry/im2503.png,angry,train,0
train/angry/im999.png,angry,train,0
train/angry/im906.png,angry,train,0
train/angry/im3829.png,angry,train,0
train/angry/im1165.png,angry,train,0
train/angry/im1092.png,angry,train,0
train/angry/im716.png,angry,train,0
train/angry/test_0037_aligned.jpg,angry,train,0
train/angry/image_angry_20_jpg.rf.2b75c02de3917301741d03187df6d872.jpg,angry,train,0
train/angry/im3960.png,angry,train,0
train/angry/train_05572_aligned.jpg,angry,train,0
train/angry/im1667.png,angry,train,0
train/angry/im1187.png,angry,train,0
train/angry/image_angry_262_jpg.rf.81c64cebec306677f53ec12c98aacca6.jpg,angry,train,0
train/angry/im351.png,angry,train,0
train/angry/train_07473_aligned.jpg,angry,train,0
train/angry/im502.png,angry,train,0
train/angry/im1719.png,angry,train,0
train/angry/im992.png,angry,train,0
train/angry/im233.png,angry,train,0
train/angry/im3628.png,angry,train,0
train/angry/train_06436_aligned.jpg,angry,train,0
train/angry/im2680.png,angry,train,0
train/angry/im734.png,angry,train,0
train/angry/im1033.png,angry,train,0
train/angry/im1170.png,angry,train,0
train/angry/im2615.png,angry,train,0
train/angry/im2763.png,angry,train,0
train/angry/im1152.png,angry,train,0
train/angry/im1612.png,angry,train,0
train/angry/im116.png,angry,train,0
train/angry/im724.png,angry,train,0
train/angry/im1585.png,angry,train,0
train/angry/train_00064_aligned.jpg,angry,train,0
train/angry/im964.png,angry,train,0
train/angry/im3942.png,angry,train,0
train/angry/im3134.png,angry,train,0
train/angry/im1071.png,angry,train,0
train/angry/im1613.png,angry,train,0
train/angry/im673.png,angry,train,0
train/angry/im1038.png,angry,train,0
train/angry/im1789.png,angry,train,0
train/angry/im3333.png,angry,train,0
train/angry/im2187.png,angry,train,0
train/angry/train_00646_aligned.jpg,angry,train,0
train/angry/test_1620_aligned.jpg,angry,train,0
train/angry/train_00642_aligned.jpg,angry,train,0
train/angry/im3084.png,angry,train,0
train/angry/Angry_24_png.rf.fcdbbc2f18d67911ef6754822e87df9b.jpg,angry,train,0
train/angry/im2508.png,angry,train,0
train/angry/im1728.png,angry,train,0
train/angry/image_angry_213_jpg.rf.d2e586df129302c52806f82631c96d8a.jpg,angry,train,0
train/angry/im1865.png,angry,train,0
train/angry/im1324.png,angry,train,0
train/angry/im2000.png,angry,train,0
train/angry/im24.png,angry,train,0
train/angry/im3366.png,angry,train,0
train/angry/im3764.png,angry,train,0
train/angry/im1300.png,angry,train,0
train/angry/Angry_11_png.rf.ebcfd664e7bcc1a46c6d8423fdd18b1f.jpg,angry,train,0
train/angry/im1082.png,angry,train,0
train/angry/train_06405_aligned.jpg,angry,train,0
train/angry/im3484.png,angry,train,0
train/angry/im2115.png,angry,train,0
train/angry/im416.png,angry,train,0
train/angry/train_06402_aligned.jpg,angry,train,0
train/angry/im3089.png,angry,train,0
train/angry/test_0358_aligned.jpg,angry,train,0
train/angry/test_0603_aligned.jpg,angry,train,0
train/angry/im2539.png,angry,train,0
train/angry/train_01096_aligned.jpg,angry,train,0
train/angry/im1638.png,angry,train,0
train/angry/im3596.png,angry,train,0
train/angry/im3847.png,angry,train,0
train/angry/im2802.png,angry,train,0
train/angry/im2363.png,angry,train,0
train/angry/im1593.png,angry,train,0
train/angry/im3487.png,angry,train,0
train/angry/im3639.png,angry,train,0
train/angry/im3891.png,angry,train,0
train/angry/im2113.png,angry,train,0
train/angry/im108.png,angry,train,0
train/angry/test_0349_aligned.jpg,angry,train,0
train/angry/train_06063_aligned.jpg,angry,train,0
train/angry/train_02134_aligned.jpg,angry,train,0
train/angry/im84.png,angry,train,0
train/angry/im1150.png,angry,train,0
train/angry/im3025.png,angry,train,0
train/angry/im494.png,angry,train,0
train/angry/im3243.png,angry,train,0
train/angry/Angry_10_png.rf.6edb7a9ad4eabcb0deca97bfd11b5406.jpg,angry,train,0
train/angry/im2837.png,angry,train,0
train/angry/im2459.png,angry,train,0
train/angry/im2892.png,angry,train,0
train/angry/im3167.png,angry,train,0
train/angry/im3402.png,angry,train,0
train/angry/train_01474_aligned.jpg,angry,train,0
train/angry/im885.png,angry,train,0
train/angry/im545.png,angry,train,0
train/angry/test_1785_aligned.jpg,angry,train,0
train/angry/Angry_9_png.rf.4bbc98b44ccdc2eb5f4ff5dad1906784.jpg,angry,train,0
train/angry/im3024.png,angry,train,0
train/angry/im2165.png,angry,train,0
train/angry/im472.png,angry,train,0
train/angry/im544.png,angry,train,0
train/angry/im685.png,angry,train,0
train/angry/test_1946_aligned.jpg,angry,train,0
train/angry/im3281.png,angry,train,0
train/angry/test_0347_aligned.jpg,angry,train,0
train/angry/im153.png,angry,train,0
train/angry/train_07633_aligned.jpg,angry,train,0
train/angry/im1502.png,angry,train,0
train/angry/im3004.png,angry,train,0
train/angry/im250.png,angry,train,0
train/angry/im463.png,angry,train,0
train/angry/im3472.png,angry,train,0
train/angry/train_08125_aligned.jpg,angry,train,0
train/angry/im1640.png,angry,train,0
train/angry/im2707.png,angry,train,0
train/angry/im2885.png,angry,train,0
train/angry/im1568.png,angry,train,0
train/angry/im597.png,angry,train,0
train/angry/im2770.png,angry,train,0
train/angry/im2078.png,angry,train,0
train/angry/train_00866_aligned.jpg,angry,train,0
train/angry/im2254.png,angry,train,0
train/angry/im238.png,angry,train,0
train/angry/im3616.png,angry,train,0
train/angry/im3592.png,angry,train,0
train/angry/Angry_14_png.rf.c3a23dffd009a1212edca48b5d2e9300.jpg,angry,train,0
train/angry/im1980.png,angry,train,0
train/angry/train_01067_aligned.jpg,angry,train,0
train/angry/im1807.png,angry,train,0
train/angry/im1746.png,angry,train,0
train/angry/im1588.png,angry,train,0
train/angry/im2188.png,angry,train,0
train/angry/train_08487_aligned.jpg,angry,train,0
train/angry/im3799.png,angry,train,0
train/angry/im1858.png,angry,train,0
train/angry/im3694.png,angry,train,0
train/angry/test_1281_aligned.jpg,angry,train,0
train/angry/im3469.png,angry,train,0
train/angry/im881.png,angry,train,0
train/angry/im2721.png,angry,train,0
train/angry/train_04079_aligned.jpg,angry,train,0
train/angry/im2888.png,angry,train,0
train/angry/im16.png,angry,train,0
train/angry/train_07936_aligned.jpg,angry,train,0
train/angry/train_07341_aligned.jpg,angry,train,0
train/angry/im1402.png,angry,train,0
train/angry/im3034.png,angry,train,0
train/angry/im2578.png,angry,train,0
train/angry/im117.png,angry,train,0
train/angry/im623.png,angry,train,0
train/angry/im3506.png,angry,train,0
train/angry/im2153.png,angry,train,0
train/angry/im2795.png,angry,train,0
train/angry/im675.png,angry,train,0
train/angry/im1500.png,angry,train,0
train/angry/im2218.png,angry,train,0
train/angry/train_06809_aligned.jpg,angry,train,0
train/angry/im1368.png,angry,train,0
train/angry/im1151.png,angry,train,0
train/angry/im2697.png,angry,train,0
train/angry/im445.png,angry,train,0
train/angry/im3213.png,angry,train,0
train/angry/im1418.png,angry,train,0
train/angry/im2422.png,angry,train,0
train/angry/train_04781_aligned.jpg,angry,train,0
train/angry/im3369.png,angry,train,0
train/angry/test_0027_aligned.jpg,angry,train,0
train/angry/train_04308_aligned.jpg,angry,train,0
train/angry/im368.png,angry,train,0
train/angry/im953.png,angry,train,0
train/angry/image_angry_284_jpg.rf.f307df02befa49f00180ef8ac36f049c.jpg,angry,train,0
train/angry/im3949.png,angry,train,0
train/angry/im2728.png,angry,train,0
train/angry/im752.png,angry,train,0
train/angry/im479.png,angry,train,0
train/angry/im2581.png,angry,train,0
train/angry/im1503.png,angry,train,0
train/angry/im2480.png,angry,train,0
train/angry/im1900.png,angry,train,0
train/angry/im674.png,angry,train,0
train/angry/im3183.png,angry,train,0
train/angry/im189.png,angry,train,0
train/angry/im536.png,angry,train,0
train/angry/im3818.png,angry,train,0
train/angry/im290.png,angry,train,0
train/angry/im2392.png,angry,train,0
train/angry/im2426.png,angry,train,0
train/angry/im2550.png,angry,train,0
train/angry/im2635.png,angry,train,0
train/angry/im2354.png,angry,train,0
train/angry/train_06079_aligned.jpg,angry,train,0
train/angry/image_angry_279_jpg.rf.d8baf86ee6d05f0b88c975e6d0167be5.jpg,angry,train,0
train/angry/im1212.png,angry,train,0
train/angry/im326.png,angry,train,0
train/angry/train_07506_aligned.jpg,angry,train,0
train/angry/im2031.png,angry,train,0
