filepath,label,label_id,split
train/angry/30709.jpg,angry,0,train
train/sad/30540.jpg,sad,3,train
train/surprise/21740.jpg,surprise,4,train
train/angry/28339.jpg,angry,0,train
train/angry/0.jpg,angry,0,train
train/sad/10308.jpg,sad,3,train
train/surprise/6746.jpg,surprise,4,train
train/surprise/28172.jpg,surprise,4,train
train/neutral/10636.jpg,neutral,2,train
train/happy/15872.jpg,happy,1,train
train/surprise/4375.jpg,surprise,4,train
train/angry/32211.jpg,angry,0,train
train/neutral/32631.jpg,neutral,2,train
train/sad/26296.jpg,sad,3,train
train/happy/22582.jpg,happy,1,train
train/angry/18570.jpg,angry,0,train
train/happy/3107.jpg,happy,1,train
train/angry/28759.jpg,angry,0,train
train/happy/21303.jpg,happy,1,train
train/neutral/9045.jpg,neutral,2,train
train/neutral/20338.jpg,neutral,2,train
train/neutral/15215.jpg,neutral,2,train
train/neutral/33311.jpg,neutral,2,train
train/sad/19255.jpg,sad,3,train
train/neutral/5207.jpg,neutral,2,train
train/surprise/2722.jpg,surprise,4,train
train/surprise/25299.jpg,surprise,4,train
train/neutral/31252.jpg,neutral,2,train
train/surprise/15130.jpg,surprise,4,train
train/happy/3655.jpg,happy,1,train
train/happy/25157.jpg,happy,1,train
train/happy/28494.jpg,happy,1,train
train/angry/8422.jpg,angry,0,train
train/happy/3962.jpg,happy,1,train
train/sad/26472.jpg,sad,3,train
train/sad/32077.jpg,sad,3,train
train/surprise/10575.jpg,surprise,4,train
train/happy/30361.jpg,happy,1,train
train/neutral/4247.jpg,neutral,2,train
train/sad/27540.jpg,sad,3,train
train/neutral/20920.jpg,neutral,2,train
train/happy/32942.jpg,happy,1,train
train/neutral/2370.jpg,neutral,2,train
train/happy/21487.jpg,happy,1,train
train/surprise/15143.jpg,surprise,4,train
train/angry/27511.jpg,angry,0,train
train/angry/9771.jpg,angry,0,train
train/neutral/31.jpg,neutral,2,train
train/neutral/1415.jpg,neutral,2,train
train/sad/30000.jpg,sad,3,train
train/neutral/6972.jpg,neutral,2,train
train/sad/25196.jpg,sad,3,train
train/sad/7546.jpg,sad,3,train
train/sad/13138.jpg,sad,3,train
train/sad/18953.jpg,sad,3,train
train/neutral/2660.jpg,neutral,2,train
train/neutral/1784.jpg,neutral,2,train
train/sad/3762.jpg,sad,3,train
train/surprise/857.jpg,surprise,4,train
train/surprise/35174.jpg,surprise,4,train
train/neutral/35807.jpg,neutral,2,train
train/happy/29372.jpg,happy,1,train
train/sad/19353.jpg,sad,3,train
train/happy/12575.jpg,happy,1,train
train/happy/27753.jpg,happy,1,train
train/happy/28741.jpg,happy,1,train
train/sad/22634.jpg,sad,3,train
train/neutral/15452.jpg,neutral,2,train
train/surprise/33042.jpg,surprise,4,train
train/surprise/20020.jpg,surprise,4,train
train/sad/31158.jpg,sad,3,train
train/surprise/22979.jpg,surprise,4,train
train/angry/31235.jpg,angry,0,train
train/happy/24126.jpg,happy,1,train
train/angry/14096.jpg,angry,0,train
train/happy/25365.jpg,happy,1,train
train/surprise/11734.jpg,surprise,4,train
train/angry/2630.jpg,angry,0,train
train/neutral/25975.jpg,neutral,2,train
train/angry/18558.jpg,angry,0,train
train/happy/33176.jpg,happy,1,train
train/happy/31573.jpg,happy,1,train
train/neutral/20823.jpg,neutral,2,train
train/surprise/33118.jpg,surprise,4,train
train/happy/35499.jpg,happy,1,train
train/sad/7647.jpg,sad,3,train
train/surprise/31918.jpg,surprise,4,train
train/happy/16595.jpg,happy,1,train
train/happy/20711.jpg,happy,1,train
train/neutral/31021.jpg,neutral,2,train
train/angry/25294.jpg,angry,0,train
train/happy/12286.jpg,happy,1,train
train/sad/3872.jpg,sad,3,train
train/surprise/4815.jpg,surprise,4,train
train/surprise/10700.jpg,surprise,4,train
train/angry/13149.jpg,angry,0,train
train/angry/32482.jpg,angry,0,train
train/surprise/25265.jpg,surprise,4,train
train/sad/22468.jpg,sad,3,train
train/happy/26359.jpg,happy,1,train
train/sad/31521.jpg,sad,3,train
train/surprise/32963.jpg,surprise,4,train
train/surprise/19368.jpg,surprise,4,train
train/happy/25873.jpg,happy,1,train
train/happy/6475.jpg,happy,1,train
train/neutral/23036.jpg,neutral,2,train
train/happy/27347.jpg,happy,1,train
train/sad/24471.jpg,sad,3,train
train/neutral/27942.jpg,neutral,2,train
train/happy/33078.jpg,happy,1,train
train/angry/27340.jpg,angry,0,train
train/angry/4018.jpg,angry,0,train
train/surprise/19207.jpg,surprise,4,train
train/happy/30741.jpg,happy,1,train
train/sad/14336.jpg,sad,3,train
train/angry/17442.jpg,angry,0,train
train/neutral/11788.jpg,neutral,2,train
train/neutral/24556.jpg,neutral,2,train
train/sad/24181.jpg,sad,3,train
train/neutral/35166.jpg,neutral,2,train
train/sad/9138.jpg,sad,3,train
train/angry/10202.jpg,angry,0,train
train/neutral/15672.jpg,neutral,2,train
train/angry/12584.jpg,angry,0,train
train/surprise/34140.jpg,surprise,4,train
train/surprise/8574.jpg,surprise,4,train
train/angry/3835.jpg,angry,0,train
train/sad/17577.jpg,sad,3,train
train/surprise/26309.jpg,surprise,4,train
train/sad/33595.jpg,sad,3,train
train/sad/9244.jpg,sad,3,train
train/neutral/9430.jpg,neutral,2,train
train/happy/8012.jpg,happy,1,train
train/happy/16279.jpg,happy,1,train
train/neutral/5382.jpg,neutral,2,train
train/happy/5043.jpg,happy,1,train
train/sad/20440.jpg,sad,3,train
train/angry/8202.jpg,angry,0,train
train/happy/23449.jpg,happy,1,train
train/neutral/20991.jpg,neutral,2,train
train/surprise/21241.jpg,surprise,4,train
train/sad/11256.jpg,sad,3,train
train/happy/20418.jpg,happy,1,train
train/surprise/10576.jpg,surprise,4,train
train/happy/33135.jpg,happy,1,train
train/angry/29066.jpg,angry,0,train
train/sad/3776.jpg,sad,3,train
train/angry/3551.jpg,angry,0,train
train/angry/17723.jpg,angry,0,train
train/happy/33093.jpg,happy,1,train
train/sad/6671.jpg,sad,3,train
train/happy/15291.jpg,happy,1,train
train/surprise/16526.jpg,surprise,4,train
train/surprise/33632.jpg,surprise,4,train
train/angry/1444.jpg,angry,0,train
train/happy/12457.jpg,happy,1,train
train/surprise/17065.jpg,surprise,4,train
train/angry/35073.jpg,angry,0,train
train/surprise/10333.jpg,surprise,4,train
train/happy/23934.jpg,happy,1,train
train/happy/31011.jpg,happy,1,train
train/happy/2190.jpg,happy,1,train
train/neutral/30642.jpg,neutral,2,train
train/neutral/22734.jpg,neutral,2,train
train/surprise/12056.jpg,surprise,4,train
train/neutral/5330.jpg,neutral,2,train
train/surprise/2736.jpg,surprise,4,train
train/angry/25651.jpg,angry,0,train
train/neutral/9609.jpg,neutral,2,train
train/neutral/35429.jpg,neutral,2,train
train/sad/25943.jpg,sad,3,train
train/happy/28174.jpg,happy,1,train
train/sad/1191.jpg,sad,3,train
train/angry/8608.jpg,angry,0,train
train/surprise/175.jpg,surprise,4,train
train/sad/27432.jpg,sad,3,train
train/surprise/35333.jpg,surprise,4,train
train/happy/10046.jpg,happy,1,train
train/surprise/34496.jpg,surprise,4,train
train/neutral/1183.jpg,neutral,2,train
train/angry/24164.jpg,angry,0,train
train/neutral/5879.jpg,neutral,2,train
train/neutral/7227.jpg,neutral,2,train
train/sad/22249.jpg,sad,3,train
train/angry/11764.jpg,angry,0,train
train/surprise/18814.jpg,surprise,4,train
train/angry/9591.jpg,angry,0,train
train/happy/13226.jpg,happy,1,train
train/surprise/34330.jpg,surprise,4,train
train/surprise/27028.jpg,surprise,4,train
train/angry/6929.jpg,angry,0,train
train/neutral/34443.jpg,neutral,2,train
train/surprise/22026.jpg,surprise,4,train
train/angry/26298.jpg,angry,0,train
train/angry/14526.jpg,angry,0,train
train/surprise/7124.jpg,surprise,4,train
train/sad/31182.jpg,sad,3,train
train/neutral/30060.jpg,neutral,2,train
train/happy/8136.jpg,happy,1,train
train/angry/7581.jpg,angry,0,train
train/angry/28675.jpg,angry,0,train
train/sad/10793.jpg,sad,3,train
train/sad/4315.jpg,sad,3,train
train/neutral/12143.jpg,neutral,2,train
train/neutral/27120.jpg,neutral,2,train
train/sad/7889.jpg,sad,3,train
train/angry/23531.jpg,angry,0,train
train/happy/18733.jpg,happy,1,train
train/surprise/24293.jpg,surprise,4,train
train/happy/27920.jpg,happy,1,train
train/sad/29914.jpg,sad,3,train
train/angry/35526.jpg,angry,0,train
train/neutral/29549.jpg,neutral,2,train
train/surprise/28483.jpg,surprise,4,train
train/happy/15558.jpg,happy,1,train
train/angry/28089.jpg,angry,0,train
train/sad/18060.jpg,sad,3,train
train/neutral/23344.jpg,neutral,2,train
train/happy/21087.jpg,happy,1,train
train/happy/7987.jpg,happy,1,train
train/surprise/19691.jpg,surprise,4,train
train/happy/14254.jpg,happy,1,train
train/sad/22062.jpg,sad,3,train
train/happy/2701.jpg,happy,1,train
train/angry/4644.jpg,angry,0,train
train/neutral/32783.jpg,neutral,2,train
train/sad/11073.jpg,sad,3,train
train/angry/14142.jpg,angry,0,train
train/angry/22101.jpg,angry,0,train
train/sad/4738.jpg,sad,3,train
train/surprise/3464.jpg,surprise,4,train
train/angry/33706.jpg,angry,0,train
train/surprise/15267.jpg,surprise,4,train
train/neutral/7728.jpg,neutral,2,train
train/angry/4907.jpg,angry,0,train
train/sad/10020.jpg,sad,3,train
train/happy/3967.jpg,happy,1,train
train/surprise/34182.jpg,surprise,4,train
train/neutral/25931.jpg,neutral,2,train
train/surprise/16456.jpg,surprise,4,train
train/sad/1069.jpg,sad,3,train
train/neutral/16987.jpg,neutral,2,train
train/neutral/31487.jpg,neutral,2,train
train/sad/35271.jpg,sad,3,train
train/angry/32907.jpg,angry,0,train
train/surprise/279.jpg,surprise,4,train
train/surprise/17938.jpg,surprise,4,train
train/sad/8307.jpg,sad,3,train
train/neutral/3401.jpg,neutral,2,train
train/surprise/31185.jpg,surprise,4,train
train/angry/29041.jpg,angry,0,train
train/happy/29091.jpg,happy,1,train
train/sad/8679.jpg,sad,3,train
train/surprise/24478.jpg,surprise,4,train
train/happy/5846.jpg,happy,1,train
train/neutral/4061.jpg,neutral,2,train
train/happy/3843.jpg,happy,1,train
train/neutral/24814.jpg,neutral,2,train
train/neutral/1950.jpg,neutral,2,train
train/sad/14198.jpg,sad,3,train
train/sad/17839.jpg,sad,3,train
train/sad/17671.jpg,sad,3,train
train/sad/29531.jpg,sad,3,train
train/sad/17986.jpg,sad,3,train
train/surprise/25064.jpg,surprise,4,train
train/happy/10351.jpg,happy,1,train
train/angry/14416.jpg,angry,0,train
train/surprise/4613.jpg,surprise,4,train
train/happy/35525.jpg,happy,1,train
train/sad/25875.jpg,sad,3,train
train/surprise/28775.jpg,surprise,4,train
train/happy/18580.jpg,happy,1,train
train/sad/8974.jpg,sad,3,train
train/neutral/17575.jpg,neutral,2,train
train/surprise/2018.jpg,surprise,4,train
train/sad/3211.jpg,sad,3,train
train/neutral/28810.jpg,neutral,2,train
train/surprise/7699.jpg,surprise,4,train
train/neutral/22100.jpg,neutral,2,train
train/sad/4177.jpg,sad,3,train
train/sad/5150.jpg,sad,3,train
train/angry/35434.jpg,angry,0,train
train/angry/32651.jpg,angry,0,train
train/angry/12552.jpg,angry,0,train
train/sad/22709.jpg,sad,3,train
train/angry/9539.jpg,angry,0,train
train/sad/5709.jpg,sad,3,train
train/happy/9388.jpg,happy,1,train
train/happy/33643.jpg,happy,1,train
train/sad/21056.jpg,sad,3,train
train/neutral/23592.jpg,neutral,2,train
train/surprise/30177.jpg,surprise,4,train
train/angry/15478.jpg,angry,0,train
train/neutral/23940.jpg,neutral,2,train
train/happy/7499.jpg,happy,1,train
train/surprise/4892.jpg,surprise,4,train
train/neutral/2423.jpg,neutral,2,train
train/happy/12398.jpg,happy,1,train
train/surprise/24092.jpg,surprise,4,train
train/happy/10707.jpg,happy,1,train
train/surprise/22107.jpg,surprise,4,train
train/surprise/15011.jpg,surprise,4,train
train/angry/34632.jpg,angry,0,train
train/surprise/24899.jpg,surprise,4,train
train/happy/18723.jpg,happy,1,train
train/surprise/14770.jpg,surprise,4,train
train/angry/8278.jpg,angry,0,train
train/happy/25966.jpg,happy,1,train
train/sad/72.jpg,sad,3,train
train/happy/30861.jpg,happy,1,train
train/happy/3952.jpg,happy,1,train
train/sad/14078.jpg,sad,3,train
train/surprise/27907.jpg,surprise,4,train
train/happy/11806.jpg,happy,1,train
train/angry/28123.jpg,angry,0,train
train/happy/20067.jpg,happy,1,train
train/surprise/34185.jpg,surprise,4,train
train/sad/29261.jpg,sad,3,train
train/angry/4678.jpg,angry,0,train
train/surprise/25349.jpg,surprise,4,train
train/sad/14281.jpg,sad,3,train
train/sad/30750.jpg,sad,3,train
train/happy/3483.jpg,happy,1,train
train/neutral/29394.jpg,neutral,2,train
train/sad/10657.jpg,sad,3,train
train/neutral/13006.jpg,neutral,2,train
train/neutral/27493.jpg,neutral,2,train
train/neutral/32028.jpg,neutral,2,train
train/sad/20304.jpg,sad,3,train
train/happy/2115.jpg,happy,1,train
train/angry/950.jpg,angry,0,train
train/sad/7645.jpg,sad,3,train
train/surprise/32675.jpg,surprise,4,train
train/neutral/26523.jpg,neutral,2,train
train/happy/13727.jpg,happy,1,train
train/surprise/20597.jpg,surprise,4,train
train/neutral/16453.jpg,neutral,2,train
train/neutral/31135.jpg,neutral,2,train
train/sad/28762.jpg,sad,3,train
train/sad/35064.jpg,sad,3,train
train/happy/21251.jpg,happy,1,train
train/angry/26170.jpg,angry,0,train
train/neutral/28619.jpg,neutral,2,train
train/happy/11621.jpg,happy,1,train
train/angry/31971.jpg,angry,0,train
train/happy/27045.jpg,happy,1,train
train/happy/682.jpg,happy,1,train
train/happy/28427.jpg,happy,1,train
train/neutral/6743.jpg,neutral,2,train
train/happy/30342.jpg,happy,1,train
train/sad/9561.jpg,sad,3,train
train/surprise/19453.jpg,surprise,4,train
train/sad/21980.jpg,sad,3,train
train/sad/9927.jpg,sad,3,train
train/sad/30438.jpg,sad,3,train
train/neutral/19326.jpg,neutral,2,train
train/angry/10819.jpg,angry,0,train
train/angry/16014.jpg,angry,0,train
train/angry/23863.jpg,angry,0,train
train/neutral/17933.jpg,neutral,2,train
train/surprise/21890.jpg,surprise,4,train
train/angry/8166.jpg,angry,0,train
train/neutral/12043.jpg,neutral,2,train
train/happy/27038.jpg,happy,1,train
train/surprise/25894.jpg,surprise,4,train
train/neutral/25013.jpg,neutral,2,train
train/neutral/10175.jpg,neutral,2,train
train/neutral/29142.jpg,neutral,2,train
train/happy/27084.jpg,happy,1,train
train/neutral/6911.jpg,neutral,2,train
train/neutral/35606.jpg,neutral,2,train
train/angry/19065.jpg,angry,0,train
train/sad/31459.jpg,sad,3,train
train/happy/21884.jpg,happy,1,train
train/neutral/832.jpg,neutral,2,train
train/sad/4101.jpg,sad,3,train
train/happy/11620.jpg,happy,1,train
train/neutral/3871.jpg,neutral,2,train
train/happy/22856.jpg,happy,1,train
train/sad/23217.jpg,sad,3,train
train/sad/21051.jpg,sad,3,train
train/happy/4618.jpg,happy,1,train
train/happy/20860.jpg,happy,1,train
train/surprise/18111.jpg,surprise,4,train
train/sad/5112.jpg,sad,3,train
train/surprise/8715.jpg,surprise,4,train
train/angry/22918.jpg,angry,0,train
train/happy/10398.jpg,happy,1,train
train/angry/32881.jpg,angry,0,train
train/angry/21046.jpg,angry,0,train
train/angry/29159.jpg,angry,0,train
train/neutral/16923.jpg,neutral,2,train
train/surprise/18004.jpg,surprise,4,train
train/happy/32955.jpg,happy,1,train
train/happy/7329.jpg,happy,1,train
train/neutral/21960.jpg,neutral,2,train
train/happy/21713.jpg,happy,1,train
train/angry/35716.jpg,angry,0,train
train/angry/31069.jpg,angry,0,train
train/angry/24988.jpg,angry,0,train
train/happy/7739.jpg,happy,1,train
train/neutral/26756.jpg,neutral,2,train
train/sad/13021.jpg,sad,3,train
train/happy/25063.jpg,happy,1,train
train/angry/9168.jpg,angry,0,train
train/happy/20861.jpg,happy,1,train
train/neutral/30395.jpg,neutral,2,train
train/surprise/33461.jpg,surprise,4,train
train/sad/12847.jpg,sad,3,train
train/surprise/17408.jpg,surprise,4,train
train/surprise/20537.jpg,surprise,4,train
train/neutral/31129.jpg,neutral,2,train
train/neutral/17243.jpg,neutral,2,train
train/happy/21049.jpg,happy,1,train
train/surprise/6685.jpg,surprise,4,train
train/sad/32853.jpg,sad,3,train
train/neutral/26738.jpg,neutral,2,train
train/sad/17766.jpg,sad,3,train
train/neutral/19867.jpg,neutral,2,train
train/happy/10168.jpg,happy,1,train
train/happy/18179.jpg,happy,1,train
train/surprise/12677.jpg,surprise,4,train
train/happy/34198.jpg,happy,1,train
train/neutral/16474.jpg,neutral,2,train
train/sad/35620.jpg,sad,3,train
train/angry/32150.jpg,angry,0,train
train/angry/32803.jpg,angry,0,train
train/happy/31962.jpg,happy,1,train
train/sad/10332.jpg,sad,3,train
train/surprise/28051.jpg,surprise,4,train
train/sad/18069.jpg,sad,3,train
train/neutral/13987.jpg,neutral,2,train
train/angry/16670.jpg,angry,0,train
train/neutral/23709.jpg,neutral,2,train
train/sad/10513.jpg,sad,3,train
train/neutral/373.jpg,neutral,2,train
train/angry/25174.jpg,angry,0,train
train/sad/2080.jpg,sad,3,train
train/happy/32904.jpg,happy,1,train
train/surprise/32749.jpg,surprise,4,train
train/angry/30592.jpg,angry,0,train
train/angry/19091.jpg,angry,0,train
train/surprise/7438.jpg,surprise,4,train
train/neutral/27990.jpg,neutral,2,train
train/happy/15560.jpg,happy,1,train
train/neutral/24972.jpg,neutral,2,train
train/angry/30302.jpg,angry,0,train
train/happy/27271.jpg,happy,1,train
train/surprise/26180.jpg,surprise,4,train
train/surprise/17408.jpg,surprise,4,train
train/surprise/24852.jpg,surprise,4,train
train/surprise/12719.jpg,surprise,4,train
train/neutral/9072.jpg,neutral,2,train
train/angry/19436.jpg,angry,0,train
train/surprise/26365.jpg,surprise,4,train
train/neutral/4145.jpg,neutral,2,train
train/sad/4761.jpg,sad,3,train
train/sad/32654.jpg,sad,3,train
train/sad/9340.jpg,sad,3,train
train/happy/13753.jpg,happy,1,train
train/neutral/33155.jpg,neutral,2,train
train/surprise/31199.jpg,surprise,4,train
train/angry/3219.jpg,angry,0,train
train/surprise/15.jpg,surprise,4,train
train/surprise/12368.jpg,surprise,4,train
train/surprise/17938.jpg,surprise,4,train
train/neutral/28758.jpg,neutral,2,train
train/sad/16315.jpg,sad,3,train
train/happy/35739.jpg,happy,1,train
train/sad/16245.jpg,sad,3,train
train/angry/30673.jpg,angry,0,train
train/sad/27121.jpg,sad,3,train
train/angry/9809.jpg,angry,0,train
train/angry/13148.jpg,angry,0,train
train/happy/29742.jpg,happy,1,train
train/angry/28391.jpg,angry,0,train
train/sad/25081.jpg,sad,3,train
train/sad/14012.jpg,sad,3,train
train/neutral/33428.jpg,neutral,2,train
train/happy/32708.jpg,happy,1,train
train/angry/10682.jpg,angry,0,train
train/angry/961.jpg,angry,0,train
train/surprise/12490.jpg,surprise,4,train
train/neutral/20299.jpg,neutral,2,train
train/happy/8057.jpg,happy,1,train
train/happy/17604.jpg,happy,1,train
train/sad/26829.jpg,sad,3,train
train/happy/2083.jpg,happy,1,train
train/surprise/15472.jpg,surprise,4,train
train/neutral/31808.jpg,neutral,2,train
train/angry/9196.jpg,angry,0,train
train/neutral/2209.jpg,neutral,2,train
train/angry/19408.jpg,angry,0,train
train/happy/34301.jpg,happy,1,train
train/surprise/20003.jpg,surprise,4,train
train/neutral/17828.jpg,neutral,2,train
train/happy/1698.jpg,happy,1,train
train/angry/19442.jpg,angry,0,train
train/angry/10439.jpg,angry,0,train
train/surprise/25299.jpg,surprise,4,train
train/angry/20827.jpg,angry,0,train
train/surprise/5456.jpg,surprise,4,train
train/sad/20720.jpg,sad,3,train
train/angry/35827.jpg,angry,0,train
train/neutral/17532.jpg,neutral,2,train
train/angry/11325.jpg,angry,0,train
train/angry/10682.jpg,angry,0,train
train/neutral/16132.jpg,neutral,2,train
train/neutral/3589.jpg,neutral,2,train
train/happy/22530.jpg,happy,1,train
train/surprise/13780.jpg,surprise,4,train
train/sad/5793.jpg,sad,3,train
train/happy/1550.jpg,happy,1,train
train/sad/15224.jpg,sad,3,train
train/sad/11101.jpg,sad,3,train
train/angry/19579.jpg,angry,0,train
train/angry/4475.jpg,angry,0,train
train/angry/23392.jpg,angry,0,train
train/happy/21709.jpg,happy,1,train
train/happy/24409.jpg,happy,1,train
train/surprise/33602.jpg,surprise,4,train
train/happy/19859.jpg,happy,1,train
train/happy/14716.jpg,happy,1,train
train/happy/24129.jpg,happy,1,train
train/sad/33824.jpg,sad,3,train
train/sad/7770.jpg,sad,3,train
train/sad/3572.jpg,sad,3,train
train/angry/14129.jpg,angry,0,train
train/angry/28820.jpg,angry,0,train
train/neutral/12731.jpg,neutral,2,train
train/neutral/23069.jpg,neutral,2,train
train/surprise/25491.jpg,surprise,4,train
train/neutral/14812.jpg,neutral,2,train
train/surprise/22555.jpg,surprise,4,train
train/happy/11332.jpg,happy,1,train
train/surprise/24040.jpg,surprise,4,train
train/surprise/31787.jpg,surprise,4,train
train/neutral/490.jpg,neutral,2,train
train/sad/12868.jpg,sad,3,train
train/surprise/15199.jpg,surprise,4,train
train/angry/7796.jpg,angry,0,train
train/surprise/13031.jpg,surprise,4,train
train/happy/18224.jpg,happy,1,train
train/happy/9959.jpg,happy,1,train
train/surprise/23116.jpg,surprise,4,train
train/happy/35814.jpg,happy,1,train
train/sad/15951.jpg,sad,3,train
train/neutral/6949.jpg,neutral,2,train
train/surprise/30623.jpg,surprise,4,train
train/angry/18652.jpg,angry,0,train
train/angry/28811.jpg,angry,0,train
train/neutral/19199.jpg,neutral,2,train
train/sad/7920.jpg,sad,3,train
train/surprise/16376.jpg,surprise,4,train
train/surprise/34167.jpg,surprise,4,train
train/neutral/7758.jpg,neutral,2,train
train/neutral/1470.jpg,neutral,2,train
train/happy/2136.jpg,happy,1,train
train/sad/14702.jpg,sad,3,train
train/angry/9403.jpg,angry,0,train
train/neutral/30985.jpg,neutral,2,train
train/happy/7799.jpg,happy,1,train
train/neutral/19419.jpg,neutral,2,train
train/happy/2481.jpg,happy,1,train
train/angry/6092.jpg,angry,0,train
train/neutral/24722.jpg,neutral,2,train
train/sad/26794.jpg,sad,3,train
train/neutral/2109.jpg,neutral,2,train
train/sad/30224.jpg,sad,3,train
train/neutral/23500.jpg,neutral,2,train
train/angry/21018.jpg,angry,0,train
train/neutral/18616.jpg,neutral,2,train
train/happy/18847.jpg,happy,1,train
train/neutral/35442.jpg,neutral,2,train
train/surprise/23128.jpg,surprise,4,train
train/surprise/8494.jpg,surprise,4,train
train/neutral/18900.jpg,neutral,2,train
train/happy/19380.jpg,happy,1,train
train/sad/2669.jpg,sad,3,train
train/surprise/35465.jpg,surprise,4,train
train/surprise/3473.jpg,surprise,4,train
train/neutral/28950.jpg,neutral,2,train
train/surprise/20987.jpg,surprise,4,train
train/surprise/26063.jpg,surprise,4,train
train/surprise/27780.jpg,surprise,4,train
train/surprise/21253.jpg,surprise,4,train
train/neutral/498.jpg,neutral,2,train
train/angry/25258.jpg,angry,0,train
train/neutral/22620.jpg,neutral,2,train
train/neutral/27802.jpg,neutral,2,train
train/surprise/11407.jpg,surprise,4,train
train/surprise/31423.jpg,surprise,4,train
train/sad/26343.jpg,sad,3,train
train/happy/17147.jpg,happy,1,train
train/happy/28220.jpg,happy,1,train
train/neutral/12012.jpg,neutral,2,train
train/happy/7622.jpg,happy,1,train
train/angry/31430.jpg,angry,0,train
train/sad/22673.jpg,sad,3,train
train/neutral/3697.jpg,neutral,2,train
train/angry/34333.jpg,angry,0,train
train/sad/10577.jpg,sad,3,train
train/sad/31470.jpg,sad,3,train
train/neutral/20246.jpg,neutral,2,train
train/happy/7616.jpg,happy,1,train
train/surprise/2616.jpg,surprise,4,train
train/surprise/7075.jpg,surprise,4,train
train/sad/34639.jpg,sad,3,train
train/happy/27766.jpg,happy,1,train
train/sad/35632.jpg,sad,3,train
train/sad/31700.jpg,sad,3,train
train/happy/6505.jpg,happy,1,train
train/surprise/15747.jpg,surprise,4,train
train/surprise/25822.jpg,surprise,4,train
train/angry/21636.jpg,angry,0,train
train/surprise/3780.jpg,surprise,4,train
train/happy/24524.jpg,happy,1,train
train/neutral/18378.jpg,neutral,2,train
train/sad/10560.jpg,sad,3,train
train/happy/34871.jpg,happy,1,train
train/angry/31840.jpg,angry,0,train
train/neutral/919.jpg,neutral,2,train
train/angry/25534.jpg,angry,0,train
train/angry/4452.jpg,angry,0,train
train/neutral/17420.jpg,neutral,2,train
train/sad/4420.jpg,sad,3,train
train/angry/34085.jpg,angry,0,train
train/happy/18049.jpg,happy,1,train
train/neutral/6682.jpg,neutral,2,train
train/surprise/20899.jpg,surprise,4,train
train/angry/31098.jpg,angry,0,train
